BLADE_TYPE,COMMENTS,FACING_CD,FLD_SRC_TXT,INSTDATE,MATERIAL,PL_TY,REUSE,SGN_COUNT_NO,SGN_STA_CD,SIGN_TXT,STA_CD,SIZE_CD,SUPPORTTYPE,UNITID,TE_SIGNLOCATION_UNITID,POINT,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
Park Plus,,NE,Field Estimate,7/14/2009,Engineer Grade,SG_40-06,,3,A,"14"" ZONE 3453, AR (BLUE)",A,,Signpole,1109537096,1109537093,POINT (-114.056388901663 51.042104229341),14,3,260,5
Park Plus,,NE/SW,Field Estimate,1/28/2020,Engineer Grade,SG_40-06,,3,A,2153 AL BLACK,A,35X20,Signpole,1110247771,1109240481,POINT (-114.08601685758 51.046710961714),14,1,45,2
Park Plus,,SW,Field Estimate,7/2/2019,High Intensity,SG_40-05,,4,A,"4HP, 09:00-18:00, MON-FRI, PAY REQD, AR",A,SPECIAL,Signpole,1110225507,1110225489,POINT (-114.055803847563 51.041887599449),14,3,260,5
,,NE/SW,Field Estimate,,,SG_40-06,,3,A,"2 HR, 0900-1800, M-F, PAY REQD, AR",R,SPECIAL,Signpole,1110204341,1109537093,POINT (-114.056388901663 51.042104229341),14,3,260,5
Park Plus,,NE,Field Estimate,7/2/2019,High Intensity,SG_40-07,,3,A,"4 HR, 0900-1800, M-F, PAY REQD, AR",A,SPECIAL,Signpole,1110223016,1109084572,POINT (-114.056038969436 51.041491546499),14,3,260,5
,,NW/SE,Field Estimate,,,,,3,A,2HR 0900-1800 M-F PAY REQ DA,R,SPECIAL,Streetlightstandard,1110204090,1109700955,POINT (-114.057086260931 51.042274640993),14,3,260,5
Timed Parking,,SE,Field Estimate,10/17/2013,High Intensity,SG_40-05,,3,A,"2 HR, 0900-1800, M-SAT, PAY REQD, AL",R,,Signpole,1109536964,1109060706,POINT (-114.057704158726 51.042286400889),14,3,260,5
Park Plus,,,Field Estimate,,,SG_40-05,,3,A,2HR 0900-1800 M-SAT AL PAY REQ,R,30X45,Signpole,1110139920,1109060735,POINT (-114.05691280916 51.042268519967),14,3,260,5
Parking Restrictions,,SE,Field Estimate,7/1/2007,,SG_40-05,,3,A,,R,30X30,Signpole,1109182513,1109060735,POINT (-114.05691280916 51.042268519967),14,3,260,5
Parking Restrictions,,NW,Field Estimate,6/12/2015,High Intensity,SG_40-05,,0,R,NSAT AL + TA,R,30X45,Signpole,1109950576,1109950574,POINT (-114.075711305363 51.045849337367),14,1,262,2
Park Plus,,NE,Field Estimate,7/2/2019,High Intensity,SG_40-05,,3,A,"4HR 0900-1800, M-F, PAY REQD, AR",A,SPECIAL,Signpole,1110223034,1109536954,POINT (-114.055968029731 51.042377259393),14,3,260,5
,,NW/SE,Field Estimate,,,SG_40-05,,3,A,2HR 0900-1800 M-F AR PAY REQ,R,SPECIAL,Signpole,1110204088,1109536978,POINT (-114.056488363431 51.042253921578),14,3,260,5
Park Plus,,SE,Field Estimate,7/14/2009,Engineer Grade,SG_40-05,,3,A,"14"" ZONE 3188, AR (BLUE)",A,,Signpole,1109536971,1109080290,POINT (-114.057480317343 51.042283098684),14,3,260,5
Parking Restrictions,,SE,Field Estimate,12/9/2010,High Intensity,SG_40-05,,3,A,,R,30X45,Signpole,1109536974,1109060735,POINT (-114.05691280916 51.042268519967),14,3,260,5
Timed Parking,,NE,Field Estimate,7/14/2009,High Intensity,SG_40-05,,3,A,"2HR 0900-1800, M-SAT, PAY REQD, AR",R,SPECIAL,Signpole,1109536955,1109536954,POINT (-114.055968029731 51.042377259393),14,3,260,5
Playground,,N,Field Estimate,4/10/2019,High Intensity,SG_40-06,,1,A,,A,75X120,Signpole,1110151235,1110151022,POINT (-114.15277000434 51.04285860737),14,1,234,14
Park Plus,,NE,,7/2/2019,High Intensity,SG_40-06,,3,A,4HP 0900-1800 M-F Pay Reqd AR,A,SPECIAL,Signpole,1110223032,1109080003,POINT (-114.055956890189 51.042885324219),14,3,260,5
,,NE/SW,Field Estimate,,,SG_40-05,,3,A,"2HR 0900-1800, M-F, PAY REQD, AR",R,SPECIAL,Signpole,1110204049,1109536954,POINT (-114.055968029731 51.042377259393),14,3,260,5
Timed Parking,,NE,Field Estimate,3/20/2013,High Intensity,SG_40-06,,3,A,2HP 0900-1800 M-Sat Pay Reqd AL,R,SPECIAL,Signpole,1109739624,1109739621,POINT (-114.055931294306 51.043011626089),14,3,260,5
Parking Restrictions,,NW,Field Estimate,12/14/2017,High Intensity,SG_40-06,,3,A,"NO STOPPING, SCHOOL DAYS, EX SCHOOL BUSES, 0700 - 1700, AL",A,SPECIAL,Signpole,1110119521,1110101620,POINT (-114.159648173713 51.04509506186),14,1,234,14
Playground,,S,,,,SG_40-99,,1,R,,R,,,1109177284,1109048487,POINT (-114.155041613074 51.015753522649),1,1,142,14
Parking Restrictions,,SE,Field Estimate,7/1/2005,,SG_40-05,,3,A,,R,30X30,Signpole,1109157992,1109060706,POINT (-114.057704158726 51.042286400889),14,3,260,5
Park Plus,,SE,Field Estimate,12/9/2010,Engineer Grade,SG_40-05,,3,A,"14"" ZONE 3189, AL (D GREY)",R,,Signpole,1109536975,1109060735,POINT (-114.05691280916 51.042268519967),14,3,260,5
Regulatory,,E,Field Estimate,1/6/2020,High Intensity,SG_40-04,,5,A,,A,60X75,Signpole,1110254422,1110254411,POINT (-114.213732067123 51.056778266426),1,1,114,14
Parking Restrictions,,SE,Field Estimate,7/14/2009,High Intensity,SG_40-05,,4,A,,A,30X45,Signpole,1109536982,1109536981,POINT (-114.056281158309 51.042247465324),14,3,260,5
,,NW/SE,Field Estimate,,,SG_40-05,,3,A,"2 HR, 0900-1800, M-F, PAY REQD, AL",R,SPECIAL,Signpole,1110204092,1109060706,POINT (-114.057704158726 51.042286400889),14,3,260,5
Park Plus,,SE,Field Estimate,7/2/2019,High Intensity,SG_40-11,,3,A,"4 HR, 0900-1800, M-F, PAY REQD, AR",A,SPECIAL,Signpole,1110223019,1109060703,POINT (-114.057891651189 51.042291572561),14,3,260,5
Parking Restrictions,,SE,Field Estimate,7/1/2005,,SG_40-05,,3,A,,R,30X30,Signpole,1109158142,1109080290,POINT (-114.057480317343 51.042283098684),14,3,260,5
Park Plus,,SE,Field Estimate,7/2/2019,High Intensity,SG_40-05,,3,A,4HR 0900-1800 M-F AR PAY REQ,A,SPECIAL,Signpole,1110223024,1109536978,POINT (-114.056488363431 51.042253921578),14,3,260,5
,,NE/SW,Field Estimate,,,SG_40-05,Decal,3,A,"2HR 0900-1800, M-F, PAY REQD, AL",R,SPECIAL,Signpole,1110204047,1109536958,POINT (-114.055965264926 51.042610577665),14,3,260,5
Parking Restrictions,,SE,Field Estimate,7/14/2009,High Intensity,SG_40-05,,3,A,"POLICE BUSINESS ONLY, PERMIT REQUIRED, AVAILABLE FROM COMMISSIONAIRE, VICTORIA STATION, AR",R,,Signpole,1109536980,1109536978,POINT (-114.056488363431 51.042253921578),14,3,260,5
Parking Restrictions,,SE,Field Estimate,9/16/2014,High Intensity,SG_40-05,,3,A,,A,30X45,Signpole,1109536969,1109080290,POINT (-114.057480317343 51.042283098684),14,3,260,5
Park Plus,,NE,Field Estimate,3/20/2013,Engineer Grade,SG_40-06,,3,A,"14"" zone 3185 AL (blue)",A,SPECIAL,Signpole,1109739623,1109739621,POINT (-114.055931294306 51.043011626089),14,3,260,5
Park Plus,,NE,Field Estimate,3/12/2013,Engineer Grade,SG_40-05,,3,A,3187 AR (blue),A,SPECIAL,Signpole,1109739615,1109536954,POINT (-114.055968029731 51.042377259393),14,3,260,5
Park Plus,,NE,Field Estimate,7/2/2019,High Intensity,SG_40-06,,3,A,4HP 0900-1800 M-F Pay Reqd AL,A,SPECIAL,Signpole,1110223031,1109739621,POINT (-114.055931294306 51.043011626089),14,3,260,5
Playground,,E,,4/10/2019,High Intensity,SG_40-12,,2,A,,A,75X120,Signpole,1110151233,1109043502,POINT (-114.158626072119 51.045172475236),14,1,234,14
Playground,,S,Field Estimate,4/10/2019,High Intensity,SG_40-06,,1,A,,A,45X60,Signpole,1110151019,1110151017,POINT (-114.155193682828 51.045430422135),14,1,234,14
Playground,,N,Field Estimate,4/10/2019,High Intensity,SG_40-06,,1,A,,A,75X120,Signpole,1110151023,1110151015,POINT (-114.154105678475 51.045315313364),14,1,234,14
Snow Route,,SE,Field Estimate,11/1/2011,High Intensity,,,3,A,NS Snow Route 2100-0600,A,SPECIAL,Streetlightstandard,1109700958,1109700955,POINT (-114.057086260931 51.042274640993),14,3,260,5
Playground,,W,Field Estimate,4/10/2019,High Intensity,SG_40-06,,3,A,,A,75X120,Signpole,1110151013,1110101620,POINT (-114.159648173713 51.04509506186),14,1,234,14
Parking Restrictions,,SE,Field Estimate,10/17/2013,High Intensity,SG_40-05,,3,A,,A,30X45,Signpole,1109536966,1109060706,POINT (-114.057704158726 51.042286400889),14,3,260,5
,,NE/SW,,,,SG_40-06,,3,A,2HP 0900-1800 M-F Pay Reqd AR,R,SPECIAL,Signpole,1110204045,1109080003,POINT (-114.055956890189 51.042885324219),14,3,260,5
Parking Restrictions,,NE,Field Estimate,7/14/2009,High Intensity,SG_40-05,,3,A,"2HR 0900-1800, M-SAT, PAY REQD, AL",R,SPECIAL,Signpole,1109536959,1109536958,POINT (-114.055965264926 51.042610577665),14,3,260,5
Parking Restrictions,,NW,Field Estimate,,High Intensity,SG_40-06,,3,A,"NPAT SCHOOL DAYS 0830-0939, 1100-1300, 1500-1600 EXCEPT SCHOOL BUSES AL",R,SPECIAL,Signpole,1110101622,1110101620,POINT (-114.159648173713 51.04509506186),14,1,234,14
Residential Parking,,NE,,7/1/2005,High Intensity,SG_40-06,,3,A,D,R,30X45,Signpole,1109104959,1109080003,POINT (-114.055956890189 51.042885324219),14,3,260,5
,,NW/SE,Field Estimate,,,SG_40-05,,4,A,2HR 0900-1800 M-F AL PAY REQ,R,SPECIAL,Signpole,1110204084,1109536981,POINT (-114.056281158309 51.042247465324),14,3,260,5
Parking Restrictions,,NE,Field Estimate,3/20/2013,High Intensity,SG_40-06,,3,A,,A,30X45,Signpole,1109739625,1109739621,POINT (-114.055931294306 51.043011626089),14,3,260,5
Timed Parking,,NW/SE,Field Estimate,7/2/2019,High Intensity,SG_40-11,,3,A,4HR 0900-1800 M-F AL DISABLED PARKING PAY REQ,A,SPECIAL,Signpole,1110271308,1109060703,POINT (-114.057891651189 51.042291572561),14,3,260,5
Timed Parking,,NE,,3/12/2013,High Intensity,SG_40-06,,3,A,2HP 0900-1800 M-Sat Pay Reqd AR,R,SPECIAL,Signpole,1109739620,1109080003,POINT (-114.055956890189 51.042885324219),14,3,260,5
,,NE/SW,Field Estimate,,,SG_40-06,,3,A,2HP 0900-1800 M-F Pay Reqd AL,R,SPECIAL,Signpole,1110204044,1109739621,POINT (-114.055931294306 51.043011626089),14,3,260,5
Pedestrian,,E,GPS,1/6/2020,High Intensity,SG_40-06,,2,A,PED SLEEVES,A,SPECIAL,Signpole,1110254424,1110025248,POINT (-114.213668135996 51.056866963585),1,1,114,14
Parking Restrictions,,SE,Field Estimate,7/14/2009,High Intensity,SG_40-05,,3,A,,A,30X45,Signpole,1109536979,1109536978,POINT (-114.056488363431 51.042253921578),14,3,260,5
Parking Restrictions,,SE,Field Estimate,7/1/2004,High Intensity,SG_40-11,,3,A,,R,30X30,Signpole,1109158093,1109060703,POINT (-114.057891651189 51.042291572561),14,3,260,5
Park Plus,,SE,Field Estimate,7/2/2019,High Intensity,SG_40-05,,3,A,4HR 0900-1800 M-F AL PAY REQ,A,SPECIAL,Signpole,1110223023,1109060735,POINT (-114.05691280916 51.042268519967),14,3,260,5
Loading Zone,,NE,,7/1/2004,High Intensity,SG_40-06,,3,A,,A,30X75,Signpole,1109102639,1109080003,POINT (-114.055956890189 51.042885324219),14,3,260,5
Park Plus,,SE,Field Estimate,7/2/2019,High Intensity,SG_40-05,,3,A,"4 HR, 0900-1800, M-F, PAY REQD, AR",A,SPECIAL,Signpole,1110223021,1109080290,POINT (-114.057480317343 51.042283098684),14,3,260,5
Pedestrian,,W,Field Estimate,1/6/2020,High Intensity,SG_40-04,,5,A,,A,60X75,Signpole,1110254419,1110254411,POINT (-114.213732067123 51.056778266426),1,1,114,14
Park Plus,,SE,Field Estimate,,,,,3,A,2HR 0900-1800 M-SAT PAY REQ DA,R,30X45,Streetlightstandard,1110139915,1109700955,POINT (-114.057086260931 51.042274640993),14,3,260,5
Parking Restrictions,,SE,Field Estimate,7/14/2009,High Intensity,SG_40-05,,4,A,"POLICE BUSINESS ONLY, PERMIT REQUIRED, AVAILABLE FROM COMMISSIONAIRE, VICTORIA STATION, AL",R,,Signpole,1109536983,1109536981,POINT (-114.056281158309 51.042247465324),14,3,260,5
,,NW/SE,Field Estimate,,,SG_40-05,,3,A,2HR 0900-1800 M-F AL PAY REQ,R,SPECIAL,Signpole,1110204089,1109060735,POINT (-114.05691280916 51.042268519967),14,3,260,5
Pedestrian,,E/W,Field Estimate,1/6/2020,High Intensity,SG_40-04,,5,A,PED SLEEVES,A,SPECIAL,Signpole,1110254423,1110254411,POINT (-114.213732067123 51.056778266426),1,1,114,14
Loading Zone,,SE,Field Estimate,3/10/2011,High Intensity,SG_40-05,,3,A,,R,30X60,Signpole,1109184909,1109060735,POINT (-114.05691280916 51.042268519967),14,3,260,5
Snow Route,,SE,Field Estimate,,High Intensity,SG_40-05,,4,A,SNOW ROUTE,A,SPECIAL,Signpole,1109750284,1109536981,POINT (-114.056281158309 51.042247465324),14,3,260,5
Snow Route,,SE,GPS,7/4/2012,High Intensity,SG_40-99,,2,A,SNOW ROUTE,A,SPECIAL,Signpole,1109679570,1109679569,POINT (-114.153189620674 51.045123343389),14,1,234,14
Parking Restrictions,,NE,Field Estimate,7/14/2009,High Intensity,SG_40-05,,3,A,NPAT AR,A,30X30,Signpole,1109536961,1109536958,POINT (-114.055965264926 51.042610577665),14,3,260,5
Park Plus,,SE,Field Estimate,7/2/2019,High Intensity,,,3,A,4HR 0900-1800 M-F PAY REQ DA,A,SPECIAL,Streetlightstandard,1110223022,1109700955,POINT (-114.057086260931 51.042274640993),14,3,260,5
Park Plus,,NE,Field Estimate,7/2/2019,High Intensity,SG_40-05,,3,A,"4HR 0900-1800, M-F, PAY REQD, AL",A,SPECIAL,Signpole,1110223033,1109536958,POINT (-114.055965264926 51.042610577665),14,3,260,5
Park Plus,,SE,Field Estimate,7/2/2019,High Intensity,SG_40-05,,3,A,"4 HR, 0900-1800, M-F, PAY REQD, AL",A,SPECIAL,Signpole,1110223020,1109060706,POINT (-114.057704158726 51.042286400889),14,3,260,5
Playground,,E,GPS,4/10/2019,High Intensity,SG_40-99,,2,A,,A,75X120,Signpole,1110151106,1109679569,POINT (-114.153189620674 51.045123343389),14,1,234,14
Park Plus,,NE,Field Estimate,3/12/2013,Engineer Grade,SG_40-05,,3,A,"14"" zone 3187 AL (blue)",A,SPECIAL,Signpole,1109739616,1109536958,POINT (-114.055965264926 51.042610577665),14,3,260,5
Loading Zone,,NE,,7/14/2009,Engineer Grade,SG_40-06,,3,A,"14"" ZONE 3185 AL (D.GREY)",R,SPECIAL,Signpole,1109537300,1109080003,POINT (-114.055956890189 51.042885324219),14,3,260,5
Parking Restrictions,,NE,Field Estimate,7/14/2009,Engineer Grade,SG_40-05,,3,A,"14"" ZONE 3186 AR (BLUE)",R,SPECIAL,Signpole,1109536957,1109536954,POINT (-114.055968029731 51.042377259393),14,3,260,5
Pedestrian,,E,Field Estimate,1/6/2020,High Intensity,SG_40-04,,5,A,,A,60X75,Signpole,1110254420,1110254411,POINT (-114.213732067123 51.056778266426),1,1,114,14
,,NW/SE,Field Estimate,,,SG_40-11,,3,A,"2 HR, 0900-1800, M-F, PAY REQD, AR",R,SPECIAL,Signpole,1110204093,1109060703,POINT (-114.057891651189 51.042291572561),14,3,260,5
Parking Restrictions,,SE,Field Estimate,7/14/2009,High Intensity,SG_40-05,,3,A,"2 HR, 0900-1800, M-SAT, PAY REQD, AR",R,,Signpole,1109536970,1109080290,POINT (-114.057480317343 51.042283098684),14,3,260,5
Park Plus,,SE,Field Estimate,7/14/2009,Engineer Grade,SG_40-05,,3,A,"14"" ZONE 3188, AL (BLUE)",A,,Signpole,1109536965,1109060706,POINT (-114.057704158726 51.042286400889),14,3,260,5
Warning,,N,Field Estimate,6/2/2015,High Intensity,SG_40-06,,3,A,,R,60X60,Signpole,1109956331,1109739621,POINT (-114.055931294306 51.043011626089),14,3,260,5
Pedestrian,,NE,,3/12/2013,Engineer Grade,SG_40-06,,3,A,"24"" zone 3186 AL (grey), 3185 AR (blue)",A,SPECIAL,Signpole,1109739619,1109080003,POINT (-114.055956890189 51.042885324219),14,3,260,5
Park Plus,,SE,Field Estimate,7/2/2019,High Intensity,SG_40-05,,4,A,4HR 0900-1800 M-F AL PAY REQ,A,SPECIAL,Signpole,1110223030,1109536981,POINT (-114.056281158309 51.042247465324),14,3,260,5
Timed Parking,,SE,Field Estimate,7/14/2009,High Intensity,SG_40-11,,3,A,"2 HR, 0900-1800, M-SAT, PAY REQD, AR",R,,Signpole,1109536960,1109060703,POINT (-114.057891651189 51.042291572561),14,3,260,5
Playground,,W,Field Estimate,4/10/2019,High Intensity,SG_40-99,,1,A,,A,75X120,Signpole,1110151228,1110151109,POINT (-114.159530458438 51.043470017658),14,1,234,14
Parking Restrictions,,NW,Field Estimate,1/10/2018,High Intensity,SG_40-06,,3,A,,A,30X30,Signpole,1110101621,1110101620,POINT (-114.159648173713 51.04509506186),14,1,234,14
Park Plus,,SE,Field Estimate,,,SG_40-05,,3,A,2HR 0900-1800 M-SAT AR PAY REQ,R,30X45,Signpole,1110139927,1109536978,POINT (-114.056488363431 51.042253921578),14,3,260,5
,,NW/SE,Field Estimate,,,SG_40-05,,3,A,"2 HR, 0900-1800, M-F, PAY REQD, AR",R,SPECIAL,Signpole,1110204091,1109080290,POINT (-114.057480317343 51.042283098684),14,3,260,5
Parking Restrictions,,NE,Field Estimate,7/14/2009,Engineer Grade,SG_40-05,,3,A,"14"" ZONE 3186 AL (BLUE)",R,SPECIAL,Signpole,1109536963,1109536958,POINT (-114.055965264926 51.042610577665),14,3,260,5
Regulatory,,W,Field Estimate,1/6/2020,High Intensity,SG_40-04,,5,A,,A,60X75,Signpole,1110254421,1110254411,POINT (-114.213732067123 51.056778266426),1,1,114,14
Park Plus,,SE,Field Estimate,,,SG_40-05,,4,A,2HR 0900-1800 M-SAT AL PAY REQ,R,30X45,Signpole,1110139932,1109536981,POINT (-114.056281158309 51.042247465324),14,3,260,5
Parking Restrictions,,E,,7/1/2005,High Intensity,SG_40-12,,2,A,,A,30X30,Signpole,1109160447,1109043502,POINT (-114.158626072119 51.045172475236),14,1,234,14
Warning,,N,Field Estimate,6/2/2015,High Intensity,SG_40-06,,3,A,SHARE THE ROAD,R,60X30,Signpole,1109956332,1109739621,POINT (-114.055931294306 51.043011626089),14,3,260,5
Regulatory,,W,Field Estimate,6/12/2015,High Intensity,SG_40-05,,0,R,KEEP LEFT EXCEPT BICYCLES,R,SPECIAL,Signpole,1109950575,1109950574,POINT (-114.075711305363 51.045849337367),14,1,262,2
Playground,,W,Field Estimate,4/10/2019,High Intensity,SG_40-06,,1,A,,A,75X120,Signpole,1110151107,1110151018,POINT (-114.152328309426 51.044966808857),14,1,281,2
Park Plus,,SE,Field Estimate,7/14/2009,Engineer Grade,SG_40-11,,3,A,"14"" ZONE 3188, AR (BLUE)",R,,Signpole,1109536962,1109060703,POINT (-114.057891651189 51.042291572561),14,3,260,5
Parking Restrictions,,NE,Field Estimate,7/14/2009,High Intensity,SG_40-05,,3,A,NSAT AL,A,30X30,Signpole,1109536956,1109536954,POINT (-114.055968029731 51.042377259393),14,3,260,5
Park Plus,,NW/SE,Field Estimate,7/2/2019,Engineer Grade,SG_40-11,,3,A,3191 AL BLUE / 3188 AR BLUE,A,60X20,Signpole,1110271309,1109060703,POINT (-114.057891651189 51.042291572561),14,3,260,5
Stop,,W,GPS,3/16/2015,Diamond Grade,SG_40-05,,0,R,,R,40X25,Signpole,1109223697,1109093860,POINT (-114.109443201882 51.023121219415),8,1,200,2
Street Name,,E,,7/1/1992,High Intensity,,,2,A,14 St W,A,SPECIAL,Sidemount,1109150374,1109056471,POINT (-114.091254427629 50.950710080736),8,1,7,5
Warning,,N,GPS,4/10/2019,High Intensity,SG_40-08,,1,A,DECAL FROM AL TO DA,A,120X120,Signpole,1110118888,1109658239,POINT (-114.08691251053 50.877658348083),6,1,133,6
Stop,,N,GPS,4/10/2019,Diamond Grade,SG_40-06,,3,A,,A,120X120,Signpole,1110119031,1109658279,POINT (-114.086967600015 50.877799021131),6,1,134,6
Guide / Information,,E,,7/1/1998,High Intensity,,,0,R,"26 ST E, (AR) N",R,,Sidemount,1109138599,1109042720,POINT (-113.997688484808 51.015473703824),10,3,196,11
Street Name,,E,,7/1/2001,High Intensity,SG_40-99,,1,A,,A,,,1109187345,1109041237,POINT (-113.993664326483 51.01549036132),10,3,196,11
Parking Restrictions,,NW,,7/1/2005,High Intensity,SG_40-12,,0,R,,R,30X60,Signpole,1109126930,1109072466,POINT (-114.188334071356 51.146822152241),3,2,247,10
Street Name,,E/W,GPS,4/10/2019,High Intensity,SG_40-06,,3,A,SILVERADO BV,A,15XL,Signpole,1109658288,1109658279,POINT (-114.086967600015 50.877799021131),6,1,134,6
Warning,,N,GPS,1/11/2012,High Intensity,SG_40-08,,1,A,,R,75X75,Signpole,1109658243,1109658239,POINT (-114.08691251053 50.877658348083),6,1,133,6
Stop,,E,Field Estimate,4/10/2019,Diamond Grade,SG_40-06,,3,A,,A,75X75,Signpole,1110118764,1110118762,POINT (-114.093675659754 50.877731907732),6,1,134,6
Playground,,W,,11/9/2015,High Intensity,SG_40-12,,0,R,,R,75X120,Signpole,1109971420,1109072466,POINT (-114.188334071356 51.146822152241),3,2,247,10
Street Name,,NW,,7/1/2007,,,,1,A,,A,SPECIAL,,1109215063,1109016673,POINT (-114.087514263574 50.985371515893),8,1,59,5
Stop,,W,GPS,7/1/1999,Diamond Grade,SG_40-05,,0,R,,R,60X60,Signpole,1109226098,1109093860,POINT (-114.109443201882 51.023121219415),8,1,200,2
Guide / Information,,E,,7/1/2004,High Intensity,,,2,A,,A,60X120,Sidemount,1109167967,1109056471,POINT (-114.091254427629 50.950710080736),8,1,7,5
Street Name,,N/S,GPS,1/11/2012,High Intensity,SG_40-06,,3,A,194 AVE SW,A,15XL,Signpole,1109658286,1109658279,POINT (-114.086967600015 50.877799021131),6,1,134,6
Pedestrian,,E,,7/2/1998,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1109221221,1109053328,POINT (-113.996860591389 51.03789693698),12,3,121,11
Playground,,NW,GPS,3/29/2012,,,,2,A,07:30 TO 21:00,A,75X120,Streetlightstandard,1109218539,1109028042,POINT (-114.154000126652 51.079444590468),13,2,24,7
Timed Parking,,NE,,,,SG_40-06,,1,A,2HR 0800-1700 M-F AL,R,30X45,Signpole,1110242913,1109012185,POINT (-114.062829693797 50.974059367707),10,3,174,5
Residential Parking,,SE,,7/1/2005,High Intensity,,,1,A,,A,30X60,,1109178992,1109008249,POINT (-114.061642482628 50.974140246252),10,3,174,5
Pedestrian,,E,Field Estimate,3/3/2020,High Intensity,SG_40-06,,2,A,,A,60X75,Signpole,1110254467,1110254460,POINT (-113.996819560741 51.03773478157),12,3,121,11
Guide / Information,,N,,7/1/2005,High Intensity,SG_40-06,,0,R,,R,60X60,Signpole,1109182231,1109047449,POINT (-114.187717759211 51.053207688434),1,1,189,14
Regulatory,,W,Field Estimate,8/30/2018,High Intensity,SG_40-45,,1,A,,A,45X60,Signpole,1110174749,1110174748,POINT (-114.192080566759 51.010066975587),1,1,165,14
Yield,,N,GPS,,,SG_40-05,,0,R,,R,,Signpole,1109202262,1109091574,POINT (-114.244113496824 51.107371966253),13,2,158,9
Pedestrian,,W,,3/3/2020,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1110254469,1109053328,POINT (-113.996860591389 51.03789693698),12,3,121,11
Overhead Guide,,E,,7/1/2002,High Intensity,,,2,A,Centre St fairmount Dr,A,,Streetlightextension,1109128757,1109034904,POINT (-114.057894424008 50.994046357374),10,3,160,11
Regulatory,,E,,7/1/2007,High Intensity,SG_40-06,,0,R,,R,60X60,Signpole,1109148861,1109038652,POINT (-114.188061190542 51.054358406946),1,1,189,14
Residential Parking,,NE,,7/1/2007,High Intensity,SG_40-06,,1,A,,R,30X75,Signpole,1109229894,1109012185,POINT (-114.062829693797 50.974059367707),10,3,174,5
Timed Parking,,NE,Field Estimate,2/11/2020,High Intensity,SG_40-06,,1,A,"2HP, 0800-1700, MON-FRI, DA",A,30X45,Signpole,1110259678,1109020210,POINT (-114.062858334444 50.97505642115),10,3,174,5
Residential Parking,,NE,Field Estimate,7/1/2005,High Intensity,SG_40-06,,1,A,,R,30X60,Signpole,1109111406,1109014407,POINT (-114.062852636649 50.974586510774),10,3,174,5
Street Name,,NE/SW,,,,SG_40-06,,3,A,MONTANA DR NW,A,15XL,Signpole,1110265519,1110265496,POINT (-114.154771720079 51.079849104359),13,2,24,7
Pedestrian,,W,Field Estimate,3/3/2020,High Intensity,SG_40-06,,2,A,,A,60X75,Signpole,1110254466,1110254460,POINT (-113.996819560741 51.03773478157),12,3,121,11
Timed Parking,,NW,Field Estimate,2/11/2020,High Intensity,SG_40-06,,2,A,"2HP, 0800-1700, MON-FRI, AL",A,30X45,Signpole,1110259658,1109012206,POINT (-114.065233176624 50.975837750458),10,3,174,5
